Date,Product,Produced,Stock
2025-01-30,Widget C,63,128
2025-07-22,Widget C,97,364
2025-05-24,Widget C,21,210
2025-07-27,Widget A,47,89
2025-06-04,Widget C,86,390
2025-01-28,Widget A,51,76
2025-04-21,Widget D,45,225
2025-10-03,Widget C,40,405
2025-01-14,Widget A,63,240
2025-10-24,Widget B,99,296
2025-05-04,Widget B,76,159
2025-04-03,Widget C,88,302
2025-12-17,Widget E,98,228
2025-05-28,Widget C,95,311
2025-05-13,Widget A,56,493
2025-08-06,Widget D,31,252
2025-07-23,Widget D,73,310
2025-04-09,Widget D,51,342
2025-01-28,Widget D,21,287
2025-09-05,Widget A,25,136
2025-04-21,Widget C,41,321
2025-11-08,Widget A,34,122
2025-03-28,Widget C,35,449
2025-11-19,Widget D,72,120
2025-05-17,Widget C,100,457
2025-12-27,Widget C,27,120
2025-03-22,Widget A,42,478
2025-06-05,Widget C,25,237
2025-02-10,Widget D,77,171
2025-02-10,Widget A,21,86
2025-11-15,Widget A,82,132
2025-05-02,Widget C,55,374
2025-08-28,Widget D,93,421
2025-06-14,Widget A,36,289
2025-10-26,Widget B,96,74
2025-08-05,Widget C,89,230
2025-10-20,Widget B,72,198
2025-04-23,Widget C,82,162
2025-06-15,Widget C,62,183
2025-12-01,Widget D,24,319
2025-04-24,Widget E,44,109
2025-11-20,Widget B,89,137
2025-05-03,Widget B,21,158
2025-03-09,Widget C,56,380
2025-06-30,Widget B,75,238
2025-12-19,Widget E,76,367
2025-06-05,Widget E,38,383
2025-05-08,Widget A,86,186
2025-06-30,Widget B,48,253
2025-04-21,Widget C,90,185
2025-06-15,Widget A,81,196
2025-12-20,Widget C,84,231
2025-12-10,Widget C,77,216
2025-04-22,Widget C,65,174
2025-02-22,Widget B,20,500
2025-08-11,Widget E,62,246
2025-12-04,Widget A,86,465
2025-12-23,Widget A,48,454
2025-12-30,Widget A,68,481
2025-05-12,Widget A,35,480
2025-04-16,Widget C,30,439
2025-10-21,Widget A,90,272
2025-09-27,Widget A,52,214
2025-07-02,Widget E,48,399
2025-07-29,Widget E,53,275
2025-02-18,Widget B,87,68
2025-03-10,Widget B,76,161
2025-01-18,Widget C,42,107
2025-07-20,Widget B,36,315
2025-02-01,Widget E,95,202
2025-11-19,Widget A,88,493
2025-08-27,Widget B,95,221
2025-09-16,Widget C,98,232
2025-02-24,Widget B,23,407
2025-05-20,Widget D,25,420
2025-02-01,Widget A,90,312
2025-07-28,Widget D,44,362
2025-09-11,Widget B,48,111
2025-10-24,Widget A,88,433
2025-07-17,Widget C,64,128
2025-10-24,Widget C,93,209
2025-08-22,Widget D,79,459
2025-10-18,Widget E,46,219
2025-10-17,Widget C,64,190
2025-01-13,Widget E,65,207
2025-06-19,Widget A,59,234
2025-02-08,Widget E,87,140
2025-01-27,Widget E,52,357
2025-06-18,Widget D,27,338
2025-04-19,Widget B,92,97
2025-04-25,Widget D,99,307
2025-06-27,Widget E,98,383
2025-04-08,Widget D,79,444
2025-03-24,Widget A,50,56
2025-09-17,Widget C,26,452
2025-01-22,Widget B,40,185
2025-10-29,Widget A,91,193
2025-08-05,Widget D,82,482
2025-08-27,Widget E,33,200
2025-04-02,Widget A,86,120
2025-08-05,Widget E,98,269
2025-01-20,Widget D,36,417
2025-10-23,Widget D,96,60
2025-11-30,Widget C,88,412
2025-05-13,Widget B,21,158
2025-04-26,Widget E,20,400
2025-08-31,Widget C,50,260
2025-07-07,Widget D,76,381
2025-08-26,Widget A,56,326
2025-06-07,Widget C,97,289
2025-11-16,Widget E,56,82
2025-03-18,Widget C,41,355
2025-02-22,Widget D,72,411
2025-09-21,Widget C,46,409
2025-02-21,Widget B,87,325
2025-07-28,Widget B,40,403
2025-03-30,Widget E,54,483
2025-05-29,Widget C,67,351
2025-04-29,Widget B,90,422
2025-06-21,Widget D,34,156
2025-01-27,Widget D,22,395
2025-08-28,Widget A,44,383
2025-05-28,Widget B,89,139
2025-04-13,Widget C,59,223
2025-11-24,Widget B,77,403
2025-08-06,Widget E,67,224
2025-08-01,Widget B,99,285
2025-11-08,Widget E,51,446
2025-07-06,Widget E,53,413
2025-07-23,Widget D,76,346
2025-08-26,Widget D,33,204
2025-12-04,Widget A,99,66
2025-03-03,Widget C,60,443
2025-06-02,Widget A,85,127
2025-08-14,Widget E,26,282
2025-12-13,Widget E,70,417
2025-05-12,Widget E,29,363
2025-07-06,Widget C,98,152
2025-07-26,Widget A,94,442
2025-01-16,Widget B,28,362
2025-07-04,Widget A,73,466
2025-07-07,Widget C,70,289
2025-12-30,Widget B,59,275
2025-06-15,Widget D,90,99
2025-11-13,Widget C,20,371
2025-06-22,Widget B,42,361
2025-10-01,Widget D,76,430
2025-05-19,Widget B,82,90
2025-06-07,Widget C,23,475
2025-05-08,Widget E,63,472
2025-02-24,Widget A,66,114
2025-11-29,Widget D,80,273
2025-08-06,Widget C,63,308
2025-08-18,Widget C,46,491
2025-06-17,Widget E,81,209
2025-11-17,Widget D,65,353
2025-12-06,Widget C,31,287
2025-12-08,Widget A,83,286
2025-05-27,Widget D,94,353
2025-12-05,Widget A,98,472
2025-06-22,Widget E,54,292
2025-08-29,Widget D,97,158
2025-11-19,Widget B,50,208
2025-07-29,Widget A,78,338
2025-06-18,Widget A,90,306
2025-06-09,Widget B,70,341
2025-10-19,Widget B,66,55
2025-11-28,Widget B,43,320
2025-07-03,Widget C,90,455
2025-07-23,Widget E,34,248
2025-05-19,Widget C,33,374
2025-02-25,Widget B,23,284
2025-08-16,Widget E,93,292
2025-06-25,Widget B,74,494
2025-08-21,Widget B,87,93
2025-07-04,Widget B,77,110
2025-09-28,Widget B,22,291
2025-04-27,Widget C,30,299
2025-11-16,Widget D,56,437
2025-06-01,Widget D,94,418
2025-08-08,Widget A,76,123
2025-10-24,Widget A,22,261
2025-04-11,Widget D,23,201
2025-11-29,Widget B,89,161
2025-06-17,Widget B,90,367
2025-07-18,Widget D,26,382
2025-05-20,Widget D,23,75
2025-08-14,Widget E,71,160
2025-02-20,Widget D,51,363
2025-07-24,Widget A,54,207
2025-01-15,Widget C,49,454
2025-07-18,Widget B,47,156
2025-10-17,Widget B,26,247
2025-07-31,Widget E,89,365
2025-11-10,Widget D,97,361
2025-09-22,Widget D,36,486
2025-02-07,Widget C,71,192
2025-11-09,Widget A,83,326
2025-09-09,Widget D,66,405
2025-10-19,Widget B,60,201
2025-04-02,Widget D,96,227
2025-04-03,Widget A,24,121
2025-05-21,Widget A,32,218
2025-07-01,Widget D,26,435
2025-10-26,Widget E,58,488
2025-01-19,Widget E,45,424
2025-12-14,Widget D,61,409
2025-03-19,Widget C,35,244
2025-05-26,Widget C,31,310
2025-10-08,Widget E,80,299
2025-05-18,Widget A,63,282
2025-11-28,Widget E,58,229
2025-06-06,Widget D,64,67
2025-03-02,Widget E,86,457
2025-04-13,Widget C,34,317
2025-07-05,Widget C,70,342
2025-06-18,Widget E,43,258
2025-06-12,Widget D,88,234
2025-05-12,Widget D,63,494
2025-10-18,Widget D,72,69
2025-09-22,Widget E,85,445
2025-02-22,Widget D,46,426
2025-09-09,Widget A,87,431
2025-04-11,Widget D,74,166
2025-02-21,Widget C,45,143
2025-09-10,Widget B,37,296
2025-02-21,Widget C,73,161
2025-11-15,Widget D,93,374
2025-09-22,Widget E,30,406
2025-01-30,Widget E,34,493
2025-09-07,Widget D,76,351
2025-02-06,Widget B,37,228
2025-07-02,Widget B,22,274
2025-10-13,Widget B,87,318
2025-07-17,Widget B,57,339
2025-05-16,Widget B,32,159
2025-06-02,Widget B,79,326
2025-10-04,Widget B,20,155
2025-09-11,Widget E,24,275
2025-11-03,Widget E,45,291
2025-06-05,Widget A,92,492
2025-01-13,Widget B,49,289
2025-06-30,Widget E,53,312
2025-07-27,Widget A,70,109
2025-10-03,Widget A,57,380
2025-05-23,Widget A,36,158
2025-01-06,Widget E,23,129
2025-09-01,Widget C,61,271
2025-04-07,Widget E,91,308
2025-01-10,Widget E,54,316
2025-02-26,Widget C,35,159
2025-03-11,Widget C,54,187
2025-05-11,Widget E,72,495
2025-12-16,Widget C,89,234
2025-06-15,Widget E,91,479
2025-10-01,Widget E,80,246
2025-12-12,Widget D,91,483
2025-03-12,Widget B,63,178
2025-11-24,Widget C,48,468
2025-05-15,Widget E,98,418
2025-09-15,Widget D,64,309
2025-04-10,Widget C,88,184
2025-12-26,Widget E,40,276
2025-03-15,Widget C,60,394
2025-04-01,Widget D,56,174
2025-03-25,Widget D,84,310
2025-11-27,Widget D,66,289
2025-07-12,Widget E,90,52
2025-05-22,Widget E,35,134
2025-02-26,Widget A,53,97
2025-03-21,Widget A,53,232
2025-08-25,Widget D,91,456
2025-02-25,Widget C,20,357
2025-04-01,Widget B,30,267
2025-12-13,Widget B,59,280
2025-07-10,Widget A,60,482
2025-09-23,Widget C,68,350
2025-08-26,Widget D,92,269
2025-03-15,Widget B,88,402
2025-12-29,Widget B,74,344
2025-07-17,Widget B,82,299
2025-12-04,Widget D,77,264
2025-04-26,Widget A,100,199
2025-03-05,Widget B,54,201
2025-05-28,Widget A,38,210
2025-04-19,Widget D,79,273
2025-06-26,Widget A,82,55
2025-04-07,Widget E,25,209
2025-07-10,Widget E,88,120
2025-10-13,Widget A,31,310
2025-12-22,Widget E,59,431
2025-09-02,Widget E,93,336
2025-07-16,Widget B,32,117
2025-03-22,Widget C,79,408
2025-09-22,Widget D,34,348
2025-10-25,Widget E,89,246
2025-12-14,Widget B,64,88
2025-08-14,Widget E,83,151
2025-04-14,Widget C,28,87
2025-11-18,Widget C,23,166
2025-06-22,Widget C,54,401
2025-05-19,Widget E,89,181
2025-12-06,Widget D,63,219
2025-02-16,Widget A,30,170
2025-04-10,Widget E,37,85
2025-08-28,Widget C,29,475
2025-12-30,Widget B,40,407
2025-04-07,Widget B,31,145
2025-06-12,Widget C,51,242
2025-01-28,Widget A,62,285
2025-01-26,Widget D,54,112
2025-12-17,Widget B,31,413
2025-11-20,Widget C,52,285
2025-07-14,Widget E,27,240
2025-10-29,Widget C,57,368
2025-12-27,Widget E,92,293
2025-07-13,Widget B,21,235
2025-07-24,Widget E,64,207
2025-05-08,Widget D,85,328
2025-11-02,Widget E,71,412
2025-08-20,Widget A,63,254
2025-06-12,Widget D,78,292
2025-02-17,Widget C,26,117
2025-09-10,Widget D,72,258
2025-10-13,Widget C,94,373
2025-06-02,Widget B,96,151
2025-07-31,Widget B,94,323
2025-04-06,Widget B,48,260
2025-03-01,Widget C,52,151
2025-04-03,Widget D,89,149
2025-07-21,Widget E,53,471
2025-12-02,Widget E,26,123
2025-09-13,Widget D,76,499
2025-08-29,Widget A,50,294
2025-09-02,Widget E,29,339
2025-09-27,Widget C,64,500
2025-11-03,Widget C,59,324
2025-03-26,Widget A,65,442
2025-06-03,Widget E,44,264
2025-07-29,Widget C,36,191
2025-07-07,Widget A,79,453
2025-07-12,Widget C,24,112
2025-09-24,Widget A,99,451
2025-10-22,Widget A,92,213
2025-05-02,Widget B,92,215
2025-03-05,Widget E,92,87
2025-01-09,Widget A,80,302
2025-07-20,Widget D,85,317
2025-04-22,Widget C,37,293
2025-07-13,Widget D,67,151
2025-08-02,Widget E,80,466
2025-03-05,Widget E,79,182
2025-04-21,Widget E,83,270
2025-11-21,Widget D,77,175
2025-10-25,Widget A,89,222
2025-03-21,Widget C,39,494
2025-01-26,Widget E,33,89
2025-05-24,Widget C,21,342
2025-03-01,Widget D,97,405
2025-01-17,Widget C,88,219
2025-09-14,Widget D,87,322
2025-09-23,Widget A,96,194
2025-04-10,Widget C,68,317
2025-03-25,Widget A,64,291
2025-01-06,Widget E,78,153
2025-03-18,Widget A,95,79
2025-04-25,Widget C,90,395
2025-12-08,Widget E,69,392
2025-12-19,Widget B,86,382
2025-10-20,Widget D,52,308
2025-07-29,Widget C,99,136
2025-11-05,Widget A,58,475
2025-02-06,Widget E,89,159
2025-08-19,Widget C,100,488
2025-11-05,Widget C,35,219
2025-12-30,Widget B,33,375
2025-10-17,Widget E,24,411
2025-11-17,Widget E,37,265
2025-07-01,Widget B,39,292
2025-02-06,Widget C,67,424
2025-05-26,Widget D,80,435
2025-02-05,Widget A,30,442
2025-02-10,Widget E,85,494
2025-12-21,Widget B,68,436
2025-07-25,Widget B,38,231
2025-08-02,Widget B,37,79
2025-01-28,Widget C,55,376
2025-08-12,Widget E,55,242
2025-02-03,Widget C,86,245
2025-10-29,Widget E,85,212
2025-01-20,Widget B,70,208
2025-02-22,Widget A,50,228
2025-11-16,Widget C,79,304
2025-09-05,Widget A,87,394
2025-12-29,Widget D,64,104
2025-11-28,Widget B,46,297
2025-05-21,Widget C,85,249
2025-09-20,Widget A,99,255
2025-11-04,Widget C,35,230
2025-06-10,Widget E,81,374
2025-06-01,Widget C,58,203
2025-03-03,Widget B,59,370
2025-04-20,Widget E,88,483
2025-06-30,Widget C,88,244
2025-11-29,Widget E,40,204
2025-04-14,Widget E,87,224
2025-07-07,Widget A,92,224
2025-01-08,Widget B,45,336
2025-08-17,Widget B,27,439
2025-03-28,Widget C,29,430
2025-10-02,Widget C,59,217
2025-09-22,Widget B,26,254
2025-03-31,Widget B,72,270
2025-11-16,Widget E,92,419
2025-10-05,Widget D,72,436
2025-09-17,Widget A,89,471
2025-04-23,Widget B,55,209
2025-04-27,Widget A,28,346
2025-10-25,Widget D,74,427
2025-11-23,Widget A,78,129
2025-08-05,Widget E,88,369
2025-08-30,Widget B,98,89
2025-01-06,Widget B,97,488
2025-01-22,Widget D,40,258
2025-08-13,Widget B,93,252
2025-07-27,Widget A,78,55
2025-07-04,Widget B,79,152
2025-07-01,Widget E,88,282
2025-05-13,Widget E,65,81
2025-10-02,Widget E,99,216
2025-08-28,Widget A,97,473
2025-10-30,Widget A,60,175
2025-11-18,Widget E,48,489
2025-03-24,Widget A,82,196
2025-01-30,Widget B,64,50
2025-12-19,Widget D,90,368
2025-02-06,Widget A,80,104
2025-07-23,Widget D,24,283
2025-11-10,Widget D,28,288
2025-08-19,Widget E,22,50
2025-10-08,Widget B,81,165
2025-05-09,Widget D,87,497
2025-06-05,Widget A,81,456
2025-02-01,Widget C,20,404
2025-08-06,Widget D,55,230
2025-08-03,Widget A,86,223
2025-12-28,Widget C,67,391
2025-01-08,Widget E,88,108
2025-05-14,Widget E,70,343
2025-05-23,Widget A,44,241
2025-03-06,Widget B,32,277
2025-01-10,Widget B,52,422
2025-06-25,Widget D,94,335
2025-05-13,Widget E,90,259
2025-07-16,Widget A,32,390
2025-11-30,Widget D,26,336
2025-08-08,Widget D,31,315
2025-04-21,Widget A,61,73
2025-11-30,Widget C,54,495
2025-11-26,Widget B,63,379
2025-04-06,Widget E,96,386
2025-10-21,Widget A,43,97
2025-11-07,Widget A,97,221
2025-02-28,Widget C,90,159
2025-03-15,Widget E,65,229
2025-02-05,Widget D,49,203
2025-10-04,Widget D,100,485
2025-11-11,Widget D,63,91
2025-02-09,Widget E,85,397
2025-03-11,Widget D,37,82
2025-01-24,Widget B,65,90
2025-08-06,Widget D,97,60
2025-10-15,Widget B,89,312
2025-12-06,Widget D,69,83
2025-01-12,Widget B,55,99
2025-09-30,Widget E,78,163
2025-05-11,Widget C,83,166
2025-01-10,Widget A,25,176
2025-04-04,Widget C,61,407
2025-11-13,Widget B,20,172
2025-11-05,Widget E,70,420
2025-04-22,Widget B,20,169
2025-06-23,Widget E,67,181
2025-07-30,Widget C,78,225
2025-12-23,Widget C,22,307
2025-06-27,Widget B,37,228
2025-09-10,Widget A,73,283
2025-06-07,Widget E,37,437
2025-08-15,Widget B,26,243
2025-08-19,Widget D,81,286
2025-08-03,Widget D,78,476
2025-04-03,Widget A,25,399
2025-04-11,Widget B,45,156
2025-12-11,Widget D,44,314
2025-01-04,Widget D,29,215
2025-09-28,Widget E,90,231
2025-11-04,Widget B,94,228
2025-12-23,Widget E,42,461
2025-12-24,Widget A,42,116
2025-02-23,Widget A,29,201
2025-07-20,Widget E,91,413
2025-07-23,Widget C,33,158
2025-07-15,Widget D,87,314
2025-02-16,Widget D,78,308
2025-10-31,Widget B,32,72
2025-12-24,Widget A,51,433
2025-11-04,Widget B,55,131
2025-09-15,Widget B,56,139
2025-02-06,Widget B,97,361
2025-05-12,Widget E,29,113
2025-05-06,Widget E,60,466
2025-01-29,Widget A,94,196
2025-01-14,Widget B,93,148
2025-01-16,Widget A,51,430
2025-10-25,Widget A,25,459
2025-06-17,Widget C,94,370
2025-09-27,Widget A,35,105
2025-11-01,Widget D,49,431
2025-11-08,Widget E,100,155
2025-06-20,Widget C,94,403
2025-02-13,Widget E,65,206
2025-02-26,Widget C,24,179
2025-07-22,Widget A,67,266
2025-01-26,Widget D,21,438
2025-11-19,Widget A,86,256
2025-10-11,Widget E,32,352
2025-11-27,Widget E,25,83
2025-07-03,Widget C,100,257
2025-12-07,Widget B,28,273
2025-12-02,Widget C,75,479
2025-08-29,Widget C,40,109
2025-07-03,Widget D,48,273
2025-08-10,Widget C,65,304
2025-12-06,Widget A,42,94
2025-10-27,Widget B,73,304
2025-03-20,Widget E,93,396
2025-01-16,Widget C,54,351
2025-07-15,Widget D,90,267
2025-08-20,Widget C,38,342
2025-07-18,Widget B,73,424
2025-03-26,Widget E,80,320
2025-02-25,Widget B,22,428
2025-12-13,Widget A,85,217
2025-03-06,Widget D,49,60
2025-06-22,Widget C,64,480
2025-12-04,Widget C,91,283
2025-02-17,Widget D,55,308
2025-01-04,Widget D,92,282
2025-03-20,Widget B,31,435
2025-01-29,Widget A,84,433
2025-10-25,Widget D,24,100
2025-12-26,Widget A,42,356
2025-04-13,Widget D,33,402
2025-04-01,Widget D,29,84
2025-01-11,Widget E,100,344
2025-12-26,Widget A,49,64
2025-07-06,Widget C,64,306
2025-11-25,Widget E,41,438
2025-08-04,Widget C,40,209
2025-05-20,Widget A,49,301
2025-07-17,Widget E,78,288
2025-06-21,Widget B,67,106
2025-08-07,Widget E,39,168
2025-03-16,Widget E,60,344
2025-12-22,Widget A,67,360
2025-06-14,Widget B,65,58
2025-09-02,Widget D,75,124
2025-05-11,Widget E,75,304
2025-08-09,Widget E,87,99
2025-01-19,Widget C,74,440
2025-01-22,Widget B,91,469
2025-03-20,Widget D,23,214
2025-06-23,Widget E,24,296
2025-10-16,Widget E,25,436
2025-02-02,Widget C,56,253
2025-01-15,Widget B,92,481
2025-11-29,Widget C,43,261
2025-03-02,Widget A,35,138
2025-10-11,Widget A,41,282
2025-11-22,Widget C,96,477
2025-05-06,Widget D,30,297
2025-05-01,Widget D,100,170
2025-06-11,Widget C,51,319
2025-09-29,Widget D,48,431
2025-07-28,Widget B,29,116
2025-10-30,Widget D,87,252
2025-01-11,Widget C,44,117
2025-10-26,Widget C,71,81
2025-10-27,Widget E,84,124
2025-12-16,Widget C,95,465
2025-02-16,Widget C,68,199
2025-09-17,Widget A,61,292
2025-05-05,Widget E,93,89
2025-09-11,Widget D,95,216
2025-01-01,Widget E,97,303
2025-04-02,Widget D,50,248
2025-07-12,Widget A,57,247
2025-07-04,Widget C,68,364
2025-04-11,Widget E,94,53
2025-12-07,Widget D,91,351
2025-08-05,Widget C,78,284
2025-07-13,Widget A,79,235
2025-03-20,Widget E,51,98
2025-03-22,Widget B,84,192
2025-08-19,Widget E,80,258
2025-07-04,Widget E,41,298
2025-08-21,Widget A,73,167
2025-01-18,Widget D,81,195
2025-09-08,Widget B,24,369
2025-08-19,Widget D,84,118
2025-08-05,Widget A,91,168
2025-01-15,Widget C,56,89
2025-05-06,Widget A,56,449
2025-12-18,Widget C,76,281
2025-05-25,Widget A,99,159
2025-03-24,Widget B,58,127
2025-07-21,Widget E,64,116
2025-07-26,Widget D,62,477
2025-08-29,Widget A,49,410
2025-05-23,Widget A,24,251
2025-08-14,Widget B,94,96
2025-08-25,Widget C,73,426
2025-08-03,Widget B,98,383
2025-05-03,Widget C,98,491
2025-10-07,Widget B,84,242
2025-03-25,Widget A,51,417
2025-11-29,Widget E,88,93
2025-07-24,Widget C,75,150
2025-10-25,Widget A,50,235
2025-09-07,Widget D,20,468
2025-01-12,Widget C,45,178
